Data_center,power_usage_2023_kwh,power_usage_per_hour_2023_kwh,Data_center_address,Longitude_of_data_center,Latitude_of_data_center,Is_it_accurate,market,Number_of_Market_Data_Centers,states,Number_of_States_Data_Centers
Ardent Pittsburgh,65574.85714,7.485714286,615 McMichael Rd,-80.1421327,40.4395566,ROOFTOP,Pittsburgh,29,Pennsylvania,70
DataBank PIT2 - Summit Park,65574.85714,7.485714286,35 Summit Park Dr,-80.1900906,40.4513419,ROOFTOP,Pittsburgh,29,Pennsylvania,70
DataBank PIT1 - Downtown Pittsburgh,65574.85714,7.485714286,100 South commons,-80.00466712,40.45154198,GoogleMap,Pittsburgh,29,Pennsylvania,70
DQE Pittsburgh,65574.85714,7.485714286,322 Fourth Ave,-80.00055063,40.43890158,GoogleMap,Pittsburgh,29,Pennsylvania,70
iM Critical Pittsburgh,65574.85714,7.485714286,900 Brinton Rd,-85.0098271,43.6291845,RANGE_INTERPOLATED,Pittsburgh,29,Pennsylvania,70
DQE Butler,65574.85714,7.485714286,238 Pillow St,-79.907493,40.8605536,ROOFTOP,Pittsburgh,29,Pennsylvania,70
Expedient Pittsburgh ACM,65574.85714,7.485714286,1 Allegheny Center Mall,-80.0042927,40.4505838,ROOFTOP,Pittsburgh,29,Pennsylvania,70
Expedient Pittsburgh North Shore,65574.85714,7.485714286,100 S Commons,-80.00466413,40.45154202,GoogleMap,Pittsburgh,29,Pennsylvania,70
Consolidated Pittsburgh,65574.85714,7.485714286,115 Evergreen Heights Dr,-80.0151919,40.5186006,ROOFTOP,Pittsburgh,29,Pennsylvania,70
Consolidated Tarentum,65574.85714,7.485714286,400 MSA Dr,-79.8195048,40.6015299,ROOFTOP,Pittsburgh,29,Pennsylvania,70
Lumen Pittsburgh 2,65574.85714,7.485714286,200 Technology Dr,-79.9597766,40.4301687,GoogleMap,Pittsburgh,29,Pennsylvania,70
Citynet Pittsburgh,65574.85714,7.485714286,Allegheny Center Mall,-80.0042927,40.4505838,ROOFTOP,Pittsburgh,29,Pennsylvania,70
Lumen Pittsburgh 1,65574.85714,7.485714286,143 25th Street,-79.97035462,40.42538697,GoogleMap,Pittsburgh,29,Pennsylvania,70
American Tower EDC Pittsburg,65574.85714,7.485714286,1000 Agnew Rd,-121.9500396,37.3948057,RANGE_INTERPOLATED,Pittsburgh,29,Pennsylvania,70
Ascent Data,65574.85714,7.485714286,90 Beta Drive,-79.86658,40.4959576,ROOFTOP,Pittsburgh,29,Pennsylvania,70
Expedient  Pittsburgh South,65574.85714,7.485714286,810 Parish Street,-75.1840425,39.9719934,GEOMETRIC_CENTER,Pittsburgh,29,Pennsylvania,70
aspStation,65574.85714,7.485714286,4736 Penn Ave,-79.946704,40.4652856,ROOFTOP,Pittsburgh,29,Pennsylvania,70
viLogics-Pittsburgh,65574.85714,7.485714286,322 4th Ave,-80.00054749,40.43890218,GoogleMap,Pittsburgh,29,Pennsylvania,70
DataBank - zColo - 2500 Allegheny Center Mall,65574.85714,7.485714286,2500 Allegheny Center Mall,-80.0042927,40.4505838,ROOFTOP,Pittsburgh,29,Pennsylvania,70
Sierra Data Center,65574.85714,7.485714286,322 Fourth Ave,-80.00054749,40.43890218,GoogleMap,Pittsburgh,29,Pennsylvania,70
TeraSwitch Networks - DC1,65574.85714,7.485714286,1016 North Lincoln Ave,-87.6736149,41.946774,GEOMETRIC_CENTER,Pittsburgh,29,Pennsylvania,70
Bare Metal PIttsburgh,65574.85714,7.485714286,1030 Vinial Street,-79.9937272,40.4582484,ROOFTOP,Pittsburgh,29,Pennsylvania,70
Allegheny Center Mall,65574.85714,7.485714286,Allegheny Center Mall,-80.0042927,40.4505838,ROOFTOP,Pittsburgh,29,Pennsylvania,70
Contegix Wyomissing,65574.85714,7.485714286,One Meridian Blvd,-75.98721424,40.35388796,GoogleMap,Reading,3,Pennsylvania,70
Direct LTx Data Center,65574.85714,7.485714286,2561 Bernville Road,-75.9810869,40.3806403,ROOFTOP,Reading,3,Pennsylvania,70
DaSTOR Reading BCC,65574.85714,7.485714286,2561 Bernville Rd,-75.9810869,40.3806403,ROOFTOP,Reading,3,Pennsylvania,70
Flexential Phiadelphia - Collegeville Data Center,65574.85714,7.485714286,101 Troutman Rd,-75.47691039,40.15190978,GoogleMap,Philadelphia,28,Pennsylvania,70
Flexential Allentown Data Center,65574.85714,7.485714286,744 Roble Rd,-75.4575701,40.6357636,ROOFTOP,Philadelphia,28,Pennsylvania,70
TierPoint Philadelphia- Navy Yard,65574.85714,7.485714286,4775 League Island Boulevard,-75.1655079,39.8924663,ROOFTOP,Philadelphia,28,Pennsylvania,70
Netrality - 401 N Broad,65574.85714,7.485714286,401 N Broad,-90.0767059,29.9776514,GEOMETRIC_CENTER,Philadelphia,28,Pennsylvania,70
TierPoint Lehigh Valley,65574.85714,7.485714286,3949 Schelden Circle,-75.3780948,40.6749708,ROOFTOP,Philadelphia,28,Pennsylvania,70
Keystone NAP,65574.85714,7.485714286,150 Solar Dr,-74.74262964,40.15347739,GoogleMap,Philadelphia,28,Pennsylvania,70
365 Data Centers - Philadelphia (University City),65574.85714,7.485714286,3701 Market St,-75.1963572,39.9562657,ROOFTOP,Philadelphia,28,Pennsylvania,70
DataBank PHL1 - Downtown Philadelphia,65574.85714,7.485714286,401 N Broad St,-75.1610205,39.9596208,ROOFTOP,Philadelphia,28,Pennsylvania,70
Colocation America PHILLYDC2,65574.85714,7.485714286,1000 Adams Ave,-75.09494258,40.0232031,GoogleMap,Philadelphia,28,Pennsylvania,70
TrueNet,65574.85714,7.485714286,24 Hagerty Blvd,-75.5814381,39.9474816,ROOFTOP,Philadelphia,28,Pennsylvania,70
365 Data Centers - Philadelphia (Downtown),65574.85714,7.485714286,1500 Spring Garden St,-79.8130471,36.0655977,ROOFTOP,Philadelphia,28,Pennsylvania,70
11:11 Systems Philadelphia,65574.85714,7.485714286,401 N Broad Street,-90.0852283,29.9681698,RANGE_INTERPOLATED,Philadelphia,28,Pennsylvania,70
H5 Data Centers Philadelphia,65574.85714,7.485714286,1500 Spring Garden St,-79.8130471,36.0655977,ROOFTOP,Philadelphia,28,Pennsylvania,70
DaSTOR King of Prussia I,65574.85714,7.485714286,411 Swedeland Rd,-75.333296,40.0757712,ROOFTOP,Philadelphia,28,Pennsylvania,70
DaSTOR King of Prussia II,65574.85714,7.485714286,3400 Horizon Dr.,-75.3392976,40.08806367,GoogleMap,Philadelphia,28,Pennsylvania,70
Crown Castle Philadelphia (PA1),65574.85714,7.485714286,401 N. Broad Street,-90.0852283,29.9681698,RANGE_INTERPOLATED,Philadelphia,28,Pennsylvania,70
ColoHouse Philadelphia,65574.85714,7.485714286,2401 Locust Street,-75.1800289,39.9503525,ROOFTOP,Philadelphia,28,Pennsylvania,70
Windstream New York,65574.85714,7.485714286,401 N Broad Street,-90.0852283,29.9681698,RANGE_INTERPOLATED,Philadelphia,28,Pennsylvania,70
Equinix PH1,65574.85714,7.485714286,401 North Broad Street,-75.1610205,39.9596208,ROOFTOP,Philadelphia,28,Pennsylvania,70
Colocation America PHILLYDC3,65574.85714,7.485714286,3949 Schelden Cir,-75.3780948,40.6749708,ROOFTOP,Philadelphia,28,Pennsylvania,70
Colocation America PHILLYDC1,65574.85714,7.485714286,9999 Hamilton Blvd,-75.6545315,40.5437738,ROOFTOP,Philadelphia,28,Pennsylvania,70
Lumen Philadelphia 1,65574.85714,7.485714286,401 N Broad Street,-90.0852283,29.9681698,RANGE_INTERPOLATED,Philadelphia,28,Pennsylvania,70
Lumen Philadelphia 3,65574.85714,7.485714286,3020 Market Street,-122.4416768,37.7612635,ROOFTOP,Philadelphia,28,Pennsylvania,70
Lumen Philadelphia 2,65574.85714,7.485714286,701 Market Street,-122.4035562,37.7872727,ROOFTOP,Philadelphia,28,Pennsylvania,70
Crown Castle Philadelphia (PA2),65574.85714,7.485714286,1309 Noble Street,-75.16042323,39.96043571,GoogleMap,Philadelphia,28,Pennsylvania,70
LightWave Networks,65574.85714,7.485714286,401 North Broad St,-75.1610205,39.9596208,ROOFTOP,Philadelphia,28,Pennsylvania,70
DE Philly,65574.85714,7.485714286,401 N Broad Street,-90.0852283,29.9681698,RANGE_INTERPOLATED,Philadelphia,28,Pennsylvania,70
TierPoint Conshohocken,65574.85714,7.485714286,1100 East Hector St.,-75.2876709,40.0763885,ROOFTOP,Philadelphia,28,Pennsylvania,70
viLogics,65574.85714,7.485714286,378 Industrial Park Drive,-89.4736311,39.165374,RANGE_INTERPOLATED,Ebensburg,2,Pennsylvania,70
viLogics_South Park Building,65574.85714,7.485714286,15931,-78.7249469,40.5072963,APPROXIMATE,Ebensburg,2,Pennsylvania,70
ELEVATED,65574.85714,7.485714286,2330 Vartan Way,-76.8548261,40.3175044,ROOFTOP,Harrisburg,1,Pennsylvania,70
Amazon AWS PHL - 1125 Electron,65574.85714,7.485714286,1125 Electron Ave,-76.1434785,41.0838262,ROOFTOP,Wilkes Barre,2,Pennsylvania,70
Loop Internet DC2,65574.85714,7.485714286,46 E Liberty St,-79.4151302,43.6384301,GEOMETRIC_CENTER,Wilkes Barre,2,Pennsylvania,70
SCDC1,65574.85714,7.485714286,2038 Sandy Drive,-77.9006145,40.78574355,GoogleMap,State College,1,Pennsylvania,70
"TierPoint Allentown-TekPark, PA",65574.85714,7.485714286,9999 Hamilton Boulevard,-96.4010274,42.562076,RANGE_INTERPOLATED,Allentown,1,Pennsylvania,70
TierPoint Bethlehem,65574.85714,7.485714286,3864 Courtney Street,-95.331631,29.7867371,RANGE_INTERPOLATED,Bethlehem,1,Pennsylvania,70
Lumen Lancaster 1,65574.85714,7.485714286,1720 Hempstead Rd,-95.5003878,29.8305481,GEOMETRIC_CENTER,Lancaster,1,Pennsylvania,70
TierPoint Valley Forge,65574.85714,7.485714286,1000 Adams Avenue,,,,Valley Forge,1,Pennsylvania,70
Iron Mountain Data Centers BOS-1,20830.76471,2.377941176,171 Bearfoot Rd.,-71.6398826,42.3404242,ROOFTOP,Boston,32,Massachusetts,50
Centersquare Watertown,20830.76471,2.377941176,486 Arsenal Way,-71.1597259,42.3650015,ROOFTOP,Boston,32,Massachusetts,50
128 First Avenue (BOS14),20830.76471,2.377941176,128 First Avenue,-73.9852403,40.7272959,ROOFTOP,Boston,32,Massachusetts,50
105 Cabot Street (BOS16),20830.76471,2.377941176,105 Cabot Street,-70.8803286,42.5452096,ROOFTOP,Boston,32,Massachusetts,50
55 Middlesex Turnpike (BOS13),20830.76471,2.377941176,55 Middlesex Turnpike,-71.237149,42.5127344,ROOFTOP,Boston,32,Massachusetts,50
CoreSite Boston (BO1),20830.76471,2.377941176,70 Innerbelt Road,-71.0798616,42.3765027,ROOFTOP,Boston,32,Massachusetts,50
TierPoint Boston-Andover,20830.76471,2.377941176,15 Shattuck Road,-71.208616,42.685698,ROOFTOP,Boston,32,Massachusetts,50
Evocative BOS1,20830.76471,2.377941176,50 Inner Belt Road,-71.0803289,42.3779712,ROOFTOP,Boston,32,Massachusetts,50
EdgeConneX Boston - EDCBOS01,20830.76471,2.377941176,22 Linnell Circle,-71.2494769,42.5285095,ROOFTOP,Boston,32,Massachusetts,50
One Summer St.,20830.76471,2.377941176,1 Summer Street,-71.0601886,42.3547438,ROOFTOP,Boston,32,Massachusetts,50
FirstLight Somerville,20830.76471,2.377941176,70 Inner Belt Road,-71.0798616,42.3765027,ROOFTOP,Boston,32,Massachusetts,50
FirstLight Rockland,20830.76471,2.377941176,1050 Hingham Street,-70.8983473,42.1662642,ROOFTOP,Boston,32,Massachusetts,50
FirstLight Waltham,20830.76471,2.377941176,265 Winter Street,-71.06142993,42.35590159,GoogleMap,Boston,32,Massachusetts,50
Centersquare - Boston BOS1-A,20830.76471,2.377941176,580 Winter St,-71.06142817,42.35567482,GoogleMap,Boston,32,Massachusetts,50
DataBank BOS1 - Downtown Boston,20830.76471,2.377941176,1 Summer Street,-71.0601886,42.3547438,ROOFTOP,Boston,32,Massachusetts,50
Expedient Data Centers - Boston,20830.76471,2.377941176,1 Cabot Road,-71.0751337,42.4054731,ROOFTOP,Boston,32,Massachusetts,50
Equinix BO2,20830.76471,2.377941176,41 Alexander Road,-71.06906789,42.31633171,GoogleMap,Boston,32,Massachusetts,50
Centersquare - Boston BOS1-B,20830.76471,2.377941176,115 2nd Ave,-71.05755934,42.37354263,GoogleMap,Boston,32,Massachusetts,50
Markley Lowell,20830.76471,2.377941176,1 Markley Way,-71.30432998,42.63039802,GoogleMap,Boston,32,Massachusetts,50
Windstream Boston,20830.76471,2.377941176,500 E Rutherford,,,,Boston,32,Massachusetts,50
Cogent Data Center - Boston,20830.76471,2.377941176,300 5th Ave,-73.9859945,40.7467901,ROOFTOP,Boston,32,Massachusetts,50
Equinix BO1,20830.76471,2.377941176,74 West Street,-71.11923671,42.259483,GoogleMap,Boston,32,Massachusetts,50
Lumen Cambridge 1,20830.76471,2.377941176,300 Bent Street,152.9305347,-29.7246408,ROOFTOP,Boston,32,Massachusetts,50
Crown Castle Boston,20830.76471,2.377941176,56 Roland St,-71.08010502,42.38127076,GoogleMap,Boston,32,Massachusetts,50
Verizon Boston #2,20830.76471,2.377941176,"89 Fulkerson St, 1st FL",-81.5157535,27.6648274,APPROXIMATE,Boston,32,Massachusetts,50
Verizon Boston,20830.76471,2.377941176,"451 D Street, 3rd FL",-81.5157535,27.6648274,APPROXIMATE,Boston,32,Massachusetts,50
Lumen Cambridge 2,20830.76471,2.377941176,1 Main Street,-123.1006865,49.2847723,RANGE_INTERPOLATED,Boston,32,Massachusetts,50
Centersquare - Boston BOS1-C,20830.76471,2.377941176,600 Winter Street,-71.0614255,42.35588731,GoogleMap,Boston,32,Massachusetts,50
"SNS Norwood, MA",20830.76471,2.377941176,1500 Providence Highway,-71.1995573,42.1610721,ROOFTOP,Boston,32,Massachusetts,50
TierPoint Boston-Charleston,20830.76471,2.377941176,500 Rutherford Avenue,-122.2198208,37.4532425,ROOFTOP,Boston,32,Massachusetts,50
Shore.Net,20830.76471,2.377941176,173 Oxford Street,-0.1379789,51.5148036,ROOFTOP,Boston,32,Massachusetts,50
Provdotnet Boston North,20830.76471,2.377941176,187 Billerica RD,-71.3313746,42.596924,ROOFTOP,Boston,32,Massachusetts,50
Congruity360 Data Center,20830.76471,2.377941176,456 Bedford Street,-74.0044869,40.7307594,GEOMETRIC_CENTER,Fall River,2,Massachusetts,50
MegaNet MA Datacenter,20830.76471,2.377941176,315 Pleasant St,-71.1506412,41.69864063,GoogleMap,Fall River,2,Massachusetts,50
NaviSite Andover,20830.76471,2.377941176,400 Minuteman Road,-71.2109207,42.6959327,ROOFTOP,Andover,1,Massachusetts,50
Fitchburg Fiber 166 Boulder,20830.76471,2.377941176,166 Boulder Drive,-116.2819959,43.5979066,GEOMETRIC_CENTER,Fitchburg,1,Massachusetts,50
TierPoint Boston-Marlborough,20830.76471,2.377941176,34 St Martin Dr.,-92.2745883,30.4239545,GEOMETRIC_CENTER,Marlborough,6,Massachusetts,50
365 Data Centers - Marlboro,20830.76471,2.377941176,250 Locke Drive,-71.5860823,42.3524678,ROOFTOP,Marlborough,6,Massachusetts,50
Crown Castle Marlborough (MA2),20830.76471,2.377941176,34 St. Martin,114.2042117,22.4302237,ROOFTOP,Marlborough,6,Massachusetts,50
Colocation America BOSTONDC1,20830.76471,2.377941176,34 St Martin Dr,-92.2745883,30.4239545,GEOMETRIC_CENTER,Marlborough,6,Massachusetts,50
Synoptek - Boston Data Center,20830.76471,2.377941176,313 Boston Post Road West,-71.5949274,42.3371567,ROOFTOP,Marlborough,6,Massachusetts,50
34 St. Martin Drive,20830.76471,2.377941176,34 St. Martin Drive,103.824394,1.3058295,GEOMETRIC_CENTER,Marlborough,6,Massachusetts,50
Crown Castle Worcester (MA3),20830.76471,2.377941176,474 Main Street,-71.80275094,42.26246399,GoogleMap,Worcester,2,Massachusetts,50
Lumen Worcester 1,20830.76471,2.377941176,474 Main St,-71.80275094,42.26246399,GoogleMap,Worcester,2,Massachusetts,50
Crown Castle Springfield (MA1),20830.76471,2.377941176,1 Federal St,174.7640202,-36.8446507,ROOFTOP,Springfield MA,3,Massachusetts,50
Cogent Data Center - Springfield,20830.76471,2.377941176,400 Taylor St,-72.58369735,42.11295461,GoogleMap,Springfield MA,3,Massachusetts,50
Lumen Springfield 1,20830.76471,2.377941176,1 Federal St,174.7640202,-36.8446507,ROOFTOP,Springfield MA,3,Massachusetts,50
Codman Hill Rd,20830.76471,2.377941176,60 Codman Hill Rd,-71.5481528,42.485032,ROOFTOP,Acton Boxborough,1,Massachusetts,50
Lightpath Data Center,20830.76471,2.377941176,300 Bent St.,151.211206,-33.8648075,GEOMETRIC_CENTER,Cambridge MA,1,Massachusetts,50
OPTISE DATA CENTER,20830.76471,2.377941176,1256 park st,-71.068368,42.103958,GEOMETRIC_CENTER,Stoughton,1,Massachusetts,50
Iron Mountain Data Centers KCM-1,24309,2.775,6301 Winchester Ave.,-78.0217481,39.3766253,RANGE_INTERPOLATED,Kansas City MO,19,Missouri,40
TierPoint Kansas City,24309,2.775,10801 N. Amity Avenue,-94.6850568,39.2901227,ROOFTOP,Kansas City MO,19,Missouri,40
IP Pathways Data Center,24309,2.775,324 East 11th St.,-73.9840082,40.7293936,GEOMETRIC_CENTER,Kansas City MO,19,Missouri,40
LightEdge - Kansas City,24309,2.775,9050 NE Underground Dr.,-94.471348,39.15912,ROOFTOP,Kansas City MO,19,Missouri,40
1530 Swift,24309,2.775,1530 Swift St.,-94.57775974,39.13734233,GoogleMap,Kansas City MO,19,Missouri,40
Netrality - 1102 Grand Ave,24309,2.775,1102 Grand Ave.,-117.8125652,34.0016486,RANGE_INTERPOLATED,Kansas City MO,19,Missouri,40
Rackspace Kansas City,24309,2.775,10828 NW Airworld Drive,-94.7057073,39.3035122,GEOMETRIC_CENTER,Kansas City MO,19,Missouri,40
Edged Kansas City,24309,2.775,3420 N Arlington Ave,-86.0650869,39.8187695,RANGE_INTERPOLATED,Kansas City MO,19,Missouri,40
Cogent Data Center - Kansas City,24309,2.775,101 Holmes St,-94.57635984,39.112617,GoogleMap,Kansas City MO,19,Missouri,40
NOCIX Clay,24309,2.775,201 E 16th Ave,-123.1012359,49.25658,RANGE_INTERPOLATED,Kansas City MO,19,Missouri,40
Meta Kansas City Data Center,24309,2.775,801 NW 128 St,-80.2129922,25.8918286,RANGE_INTERPOLATED,Kansas City MO,19,Missouri,40
11155 N Airworld Dr,24309,2.775,11155 N Airworld Dr,-94.6740566,39.2956805,ROOFTOP,Kansas City MO,19,Missouri,40
Windstream Kansas City,24309,2.775,1201 Troost Ave,-94.5695958,39.0988678,ROOFTOP,Kansas City MO,19,Missouri,40
Lumen Jackson 1,24309,2.775,111 E Capitol Street,-83.9165271,43.4740925,RANGE_INTERPOLATED,Kansas City MO,19,Missouri,40
Lumen Kansas City 3,24309,2.775,1212 E. 19th St,-73.9558437,40.6163204,GEOMETRIC_CENTER,Kansas City MO,19,Missouri,40
Lumen Kansas City,24309,2.775,1111 Main St.,-64.787285,46.0866447,ROOFTOP,Kansas City MO,19,Missouri,40
Joes Datacenter,24309,2.775,1325 Tracy Ave.,-94.5673169,39.0971951,ROOFTOP,Kansas City MO,19,Missouri,40
Lumen Kansas City,24309,2.775,1100 Walnut Street,-75.1591896,39.9483814,ROOFTOP,Kansas City MO,19,Missouri,40
Oak Tower,24309,2.775,324 E 11th St,-73.985204,40.72965,ROOFTOP,Kansas City MO,19,Missouri,40
Netrality - 900 Walnut,24309,2.775,900 Walnut,-75.1652359,39.9494711,GEOMETRIC_CENTER,St. Louis,17,Missouri,40
TierPoint St. Louis-Walnut,24309,2.775,900 Walnut Street,-75.1562219,39.9478698,ROOFTOP,St. Louis,17,Missouri,40
TierPoint St. Louis-Olive,24309,2.775,1111 Olive St.,-90.19611838,38.62953525,GoogleMap,St. Louis,17,Missouri,40
Netrality - 210 N Tucker,24309,2.775,210 N Tucker,-90.19717621,38.62925615,GoogleMap,St. Louis,17,Missouri,40
H5 Data Centers St. Louis,24309,2.775,710 N Tucker Blvd,-90.195873,38.632672,ROOFTOP,St. Louis,17,Missouri,40
Cybercon Data Center,24309,2.775,210 N. Tucker Blvd.,-90.1971786,38.6292617,ROOFTOP,St. Louis,17,Missouri,40
TierPoint St. Louis - Millpark,24309,2.775,2315 Millpark Drive,-90.411022,38.700045,ROOFTOP,St. Louis,17,Missouri,40
Hostirian St. Louis,24309,2.775,11756 Borman Drive,-90.4323167,38.6946308,ROOFTOP,St. Louis,17,Missouri,40
Contegix St Louis,24309,2.775,210 North Tucker,-94.6889238,37.4109702,RANGE_INTERPOLATED,St. Louis,17,Missouri,40
Lumen St. Louis 1,24309,2.775,1015 Locust Street,-90.195188,38.6301823,ROOFTOP,St. Louis,17,Missouri,40
Verizon St. Louis #2,24309,2.775,2020 Westport Center Dr,-90.4212056,38.6936216,ROOFTOP,St. Louis,17,Missouri,40
Centersquare - St. Louis STL1,24309,2.775,587 James S. McDonnell Blvd,-90.3814896,38.772899,ROOFTOP,St. Louis,17,Missouri,40
Lumen St. Louis 2,24309,2.775,900 Walnut Street,-75.1562219,39.9478698,ROOFTOP,St. Louis,17,Missouri,40
Datotel,24309,2.775,710 North Tucker Blvd,-90.195873,38.632672,ROOFTOP,St. Louis,17,Missouri,40
The Globe Building,24309,2.775,710 North Tucker Blvd,-90.195873,38.632672,ROOFTOP,St. Louis,17,Missouri,40
Connectria STL-2,24309,2.775,900 Walnut St,-75.1562219,39.9478698,ROOFTOP,St. Louis,17,Missouri,40
Connectria STL-1,24309,2.775,210 N. Tucker Blvd,-90.1971786,38.6292617,ROOFTOP,St. Louis,17,Missouri,40
Lumen Columbia 1,24309,2.775,3201 Falling Leaf Ct,-92.2963027,38.9148481,ROOFTOP,Columbia,3,Missouri,40
Orion Data Centers,24309,2.775,500 E. Walnut Street,-118.1401064,34.149386,RANGE_INTERPOLATED,Columbia,3,Missouri,40
ISG Columbia,24309,2.775,2500 N Stadium,-92.3721322,38.98089242,GoogleMap,Columbia,3,Missouri,40
Bluebird Underground,24309,2.775,1904 N LeCompte,-93.21218174,37.23139729,GoogleMap,Springfield MO,1,Missouri,40
123Net Southfield NW DC2,10305.88235,1.176470588,24275 Northwestern Hwy.,-83.2349622,42.4670293,ROOFTOP,Detroit,27,Michigan,51
EdgeConneX Detroit - EDCDET01,10305.88235,1.176470588,"21005 Lahser Rd, Bldg 4",-83.2626741,42.4476843,ROOFTOP,Detroit,27,Michigan,51
123Net Detroit DC1,10305.88235,1.176470588,24700 Northwestern Hwy.,-83.2380596,42.4716411,ROOFTOP,Detroit,27,Michigan,51
US Signal Detroit Metro,10305.88235,1.176470588,9275 Haggerty Rd,-83.4441197,42.2353124,ROOFTOP,Detroit,27,Michigan,51
123Net Southfield W DC3,10305.88235,1.176470588,24245 Northwestern Hwy.,-83.2346439,42.4668463,ROOFTOP,Detroit,27,Michigan,51
TelNet Worldwide - SFLFMI72W00,10305.88235,1.176470588,21005 Lasher Road Bldg 4,-83.2626741,42.4476843,ROOFTOP,Detroit,27,Michigan,51
365 Data Centers - Detroit,10305.88235,1.176470588,24660 Lahser Road,-83.2598806,42.469869,ROOFTOP,Detroit,27,Michigan,51
OTAVA Ann Arbor 2,10305.88235,1.176470588,5430 Data Court,-83.7451768,42.2101601,ROOFTOP,Detroit,27,Michigan,51
Cogent Data Center - Troy,10305.88235,1.176470588,3331 W Big Beaver Rd,-83.1932324,42.5600397,ROOFTOP,Detroit,27,Michigan,51
OTAVA Metro Detroit,10305.88235,1.176470588,6435 North Hix Rd.,-83.4194833,42.3311489,ROOFTOP,Detroit,27,Michigan,51
ManagedWay Data Center #1,10305.88235,1.176470588,319 Executive Dr.,-83.09985022,42.53709565,GoogleMap,Detroit,27,Michigan,51
Cogent Data Center - Detroit,10305.88235,1.176470588,1320 3rd Ave,-83.05577517,42.33073551,GoogleMap,Detroit,27,Michigan,51
US Signal Southfield,10305.88235,1.176470588,21648 Melrose Ave,-118.3366718,34.0834759,GEOMETRIC_CENTER,Detroit,27,Michigan,51
ManagedWay Data Center #2,10305.88235,1.176470588,600 Executive Dr.,-83.09845449,42.54060954,GoogleMap,Detroit,27,Michigan,51
Nexcess Southfield Data Center,10305.88235,1.176470588,21700 Melrose Ave,-118.3366718,34.0834759,GEOMETRIC_CENTER,Detroit,27,Michigan,51
Nexcess Dearborn Data Center,10305.88235,1.176470588,22015 W. Outer Drive,-83.233506,42.2855635,ROOFTOP,Detroit,27,Michigan,51
Windstream Farmington Hills,10305.88235,1.176470588,23629 Industrial Park Dr,10.6635399,53.9881843,APPROXIMATE,Detroit,27,Michigan,51
Verizon Detroit #2,10305.88235,1.176470588,21555 Melrose Ave.,-118.3366718,34.0834759,GEOMETRIC_CENTER,Detroit,27,Michigan,51
Clear Rate Troy Datacenter,10305.88235,1.176470588,2600 W Big Beaver Rd,-83.1800816,42.5631684,ROOFTOP,Detroit,27,Michigan,51
Lumen Detroit,10305.88235,1.176470588,19675 West Ten Mile Road,-83.2381101,42.4721814,ROOFTOP,Detroit,27,Michigan,51
